"name","first_release","versions","archived","index"
"mycobacrvR","2013-12-26 14:23:00",1,FALSE,5860
"ROC632","2013-12-26 15:22:00",2,TRUE,5861
"expp","2013-12-27 08:34:00",2,TRUE,5862
"GenABEL.data","2013-12-27 13:47:00",1,FALSE,5863
"acm4r","2013-12-28 05:59:00",1,FALSE,5864
"sysfonts","2013-12-28 07:04:00",8,TRUE,5865
"GPFDA","2013-12-29 21:16:00",6,TRUE,5866
"PIGE","2013-12-30 06:44:00",2,TRUE,5867
"Wats","2013-12-30 17:10:00",4,TRUE,5868
"seawaveQ","2013-12-30 21:13:00",1,FALSE,5869
"biplotbootGUI","2013-12-31 06:14:00",2,TRUE,5870
"XBRL","2013-12-31 15:17:00",9,TRUE,5871
"solr","2013-12-31 17:25:00",3,TRUE,5872
"R4CouchDB","2014-01-01 14:36:00",4,TRUE,5873
"showtext","2014-01-01 19:34:00",9,TRUE,5874
"icapca","2014-01-02 07:56:00",2,TRUE,5875
"Power2Stage","2014-01-02 08:53:00",14,TRUE,5876
"BayesComm","2014-01-02 14:15:00",2,TRUE,5877
"PedCNV","2014-01-02 18:18:00",1,FALSE,5878
"VIMGUI","2014-01-02 18:18:00",2,TRUE,5879
"transnet","2014-01-02 18:18:00",1,TRUE,5880
"cosmosR","2014-01-03 14:05:00",1,TRUE,5881
"tvm","2014-01-03 19:44:00",3,TRUE,5882
"datalist","2014-01-03 20:39:00",1,TRUE,5883
"DESnowball","2014-01-04 03:19:00",1,FALSE,5884
"RTextureMetrics","2014-01-04 07:44:00",2,TRUE,5885
"nat.utils","2014-01-04 14:44:00",6,TRUE,5886
"glmmGS","2014-01-05 11:25:00",2,TRUE,5887
"mme","2014-01-05 14:25:00",2,TRUE,5888
"robcor","2014-01-06 06:19:00",1,FALSE,5889
"TeachNet","2014-01-06 16:18:00",1,FALSE,5890
"gte","2014-01-06 16:18:00",3,TRUE,5891
"EvoRAG","2014-01-06 20:52:00",2,TRUE,5892
"DescTools","2014-01-07 06:25:00",19,TRUE,5893
"rapportools","2014-01-07 06:28:00",1,FALSE,5894
"shuffle","2014-01-07 06:31:00",2,TRUE,5895
"plot3D","2014-01-07 09:19:00",5,TRUE,5896
"lllcrc","2014-01-07 23:50:00",3,TRUE,5897
"wsrf","2014-01-08 09:32:00",13,TRUE,5898
"ParetoPosStable","2014-01-08 10:42:00",4,TRUE,5899
"wbs","2014-01-08 13:00:00",4,TRUE,5900
"repfdr","2014-01-08 18:54:00",4,TRUE,5901
"additivityTests","2014-01-08 22:11:00",3,TRUE,5902
"gdalUtils","2014-01-08 22:15:00",4,TRUE,5903
"paleofire","2014-01-08 22:26:00",11,TRUE,5904
"PGM2","2014-01-08 22:27:00",2,TRUE,5905
"robumeta","2014-01-08 22:41:00",10,TRUE,5906
"hawkes","2014-01-09 06:27:00",3,TRUE,5907
"brainR","2014-01-09 08:41:00",3,TRUE,5908
"IsingSampler","2014-01-09 12:53:00",2,TRUE,5909
"OutbreakTools","2014-01-09 14:08:00",8,TRUE,5910
"jointPm","2014-01-10 06:25:00",1,FALSE,5911
"pSI","2014-01-10 07:43:00",2,TRUE,5912
"siplab","2014-01-10 22:08:00",3,TRUE,5913
"rmatio","2014-01-11 09:37:00",5,TRUE,5914
"pcIRT","2014-01-12 22:15:00",3,TRUE,5915
"frm","2014-01-13 11:31:00",3,TRUE,5916
"ccda","2014-01-13 17:23:00",2,TRUE,5917
"multigroup","2014-01-13 17:23:00",8,TRUE,5918
"Evapotranspiration","2014-01-13 23:35:00",13,TRUE,5919
"iDynoR","2014-01-14 10:14:00",1,FALSE,5920
"mph","2014-01-14 18:50:00",2,TRUE,5921
"ivpack","2014-01-14 21:30:00",3,TRUE,5922
"linkim","2014-01-14 22:13:00",1,FALSE,5923
"GWsignif","2014-01-15 08:11:00",3,TRUE,5924
"RJSONLD","2014-01-15 14:36:00",4,TRUE,5925
"swirl","2014-01-15 16:38:00",16,TRUE,5926
"loa","2014-01-15 16:51:00",6,TRUE,5927
"SurvRegCensCov","2014-01-15 16:52:00",5,TRUE,5928
"multinbmod","2014-01-16 14:41:00",1,FALSE,5929
"minque","2014-01-16 19:31:00",2,TRUE,5930
"fastHICA","2014-01-16 21:51:00",2,TRUE,5931
"SCORER2","2014-01-17 05:10:00",1,FALSE,5932
"lassoscore","2014-01-17 05:15:00",3,TRUE,5933
"ncdf4.helpers","2014-01-17 05:21:00",2,TRUE,5934
"rbhl","2014-01-17 06:52:00",4,TRUE,5935
"breakpoint","2014-01-17 08:16:00",3,TRUE,5936
"eventInterval","2014-01-17 20:53:00",4,TRUE,5937
"pcnetmeta","2014-01-18 06:05:00",13,TRUE,5938
"tab","2014-01-18 06:05:00",6,TRUE,5939
"ecoengine","2014-01-18 22:30:00",14,TRUE,5940
"blockmatrix","2014-01-19 17:10:00",1,FALSE,5941
"leafletR","2014-01-20 06:11:00",10,TRUE,5942
"HUM","2014-01-20 11:05:00",1,FALSE,5943
"UBCRM","2014-01-20 14:16:00",2,TRUE,5944
"Rothermel","2014-01-20 15:56:00",3,TRUE,5945
"Disake","2014-01-20 17:38:00",2,TRUE,5946
"MissMech","2014-01-20 23:20:00",3,TRUE,5947
"Rvcg","2014-01-21 16:57:00",18,TRUE,5948
"Blaunet","2014-01-21 21:14:00",9,TRUE,5949
"c060","2014-01-22 12:10:00",3,TRUE,5950
"ss3sim","2014-01-22 20:04:00",6,TRUE,5951
"StableEstim","2014-01-22 21:25:00",3,TRUE,5952
"Gammareg","2014-01-22 21:31:00",1,FALSE,5953
"lctools","2014-01-22 23:20:00",9,TRUE,5954
"RGENERATE","2014-01-23 09:43:00",4,TRUE,5955
"EvCombR","2014-01-23 11:49:00",3,TRUE,5956
"msos","2014-01-23 14:12:00",2,TRUE,5957
"correlate","2014-01-23 15:18:00",1,TRUE,5958
"ELT","2014-01-24 07:00:00",7,TRUE,5959
"mewAvg","2014-01-24 16:55:00",2,TRUE,5960
"gconcord","2014-01-24 17:57:00",2,TRUE,5961
"PEMM","2014-01-24 23:37:00",1,FALSE,5962
"randtests","2014-01-24 23:48:00",3,TRUE,5963
"soilphysics","2014-01-25 06:08:00",10,TRUE,5964
"stsm.class","2014-01-25 19:36:00",3,TRUE,5965
"KFKSDS","2014-01-25 23:59:00",6,TRUE,5966
"stsm","2014-01-26 15:42:00",6,TRUE,5967
"sqliter","2014-01-26 18:54:00",1,FALSE,5968
"unbalanced","2014-01-27 12:08:00",3,TRUE,5969
"drgee","2014-01-27 14:31:00",9,TRUE,5970
"DEoptimR","2014-01-27 20:00:00",8,TRUE,5971
"dualScale","2014-01-27 20:00:00",1,FALSE,5972
"synchrony","2014-01-27 20:03:00",4,TRUE,5973
"rTensor","2014-01-27 23:32:00",4,TRUE,5974
"CVcalibration","2014-01-28 07:44:00",1,FALSE,5975
"BayesMed","2014-01-28 14:31:00",2,TRUE,5976
"RapidPolygonLookup","2014-01-28 15:28:00",1,FALSE,5977
"in2extRemes","2014-01-28 22:34:00",4,TRUE,5978
"colourlovers","2014-01-28 23:29:00",5,TRUE,5979
"VoxR","2014-01-29 18:30:00",1,FALSE,5980
"dplyr","2014-01-29 20:24:00",18,TRUE,5981
"egcm","2014-01-30 20:12:00",5,TRUE,5982
"jackstraw","2014-01-31 07:24:00",3,TRUE,5983
"hdi","2014-01-31 07:43:00",4,TRUE,5984
"loe","2014-01-31 11:04:00",2,TRUE,5985
"simplexreg","2014-01-31 11:10:00",3,TRUE,5986
"uplift","2014-02-01 22:26:00",2,TRUE,5987
"groc","2014-02-02 07:26:00",5,TRUE,5988
"SimRAD","2014-02-02 12:21:00",4,TRUE,5989
"PIGShift","2014-02-03 06:12:00",2,TRUE,5990
"dendextend","2014-02-03 11:43:00",16,TRUE,5991
"PCAmixdata","2014-02-03 11:44:00",5,TRUE,5992
"fSRM","2014-02-03 17:42:00",7,TRUE,5993
"iScreen","2014-02-03 23:21:00",1,TRUE,5994
"weatherData","2014-02-04 09:42:00",4,TRUE,5995
"RoughSets","2014-02-04 17:38:00",5,TRUE,5996
"CAGExploreR","2014-02-04 23:40:00",3,TRUE,5997
"bilan","2014-02-05 13:31:00",1,TRUE,5998
"paf","2014-02-05 15:55:00",1,FALSE,5999
"dawai","2014-02-06 00:34:00",5,TRUE,6000
"easynls","2014-02-06 16:36:00",2,TRUE,6001
"choroplethr","2014-02-06 18:16:00",22,TRUE,6002
"ltsk","2014-02-06 20:35:00",5,TRUE,6003
"KATforDCEMRI","2014-02-07 06:48:00",2,TRUE,6004
"networkDynamicData","2014-02-07 06:49:00",2,TRUE,6005
"regRSM","2014-02-07 11:46:00",4,TRUE,6006
"nat","2014-02-07 12:56:00",14,TRUE,6007
"mvMORPH","2014-02-07 14:46:00",10,TRUE,6008
"Storm","2014-02-07 18:55:00",3,TRUE,6009
"cpca","2014-02-07 22:23:00",1,FALSE,6010
"phyreg","2014-02-08 10:18:00",1,FALSE,6011
"tmle.npvi","2014-02-08 19:14:00",3,TRUE,6012
"soc.ca","2014-02-08 23:43:00",4,TRUE,6013
"XNomial","2014-02-08 23:45:00",2,TRUE,6014
"lambda.tools","2014-02-08 23:47:00",4,TRUE,6015
"ExtremeBounds","2014-02-09 20:44:00",7,TRUE,6016
"tm.plugin.alceste","2014-02-10 08:33:00",2,TRUE,6017
"tm.plugin.lexisnexis","2014-02-10 08:33:00",5,TRUE,6018
"frair","2014-02-11 08:24:00",3,TRUE,6019
"gamboostMSM","2014-02-11 08:24:00",2,TRUE,6020
"CorReg","2014-02-11 11:32:00",14,TRUE,6021
"tm.plugin.europresse","2014-02-11 14:17:00",6,TRUE,6022
"RSpincalc","2014-02-11 14:28:00",3,TRUE,6023
"HMMCont","2014-02-11 16:15:00",1,FALSE,6024
"chromoR","2014-02-11 16:34:00",1,FALSE,6025
"optiRum","2014-02-11 16:34:00",9,TRUE,6026
"vecsets","2014-02-11 23:31:00",2,TRUE,6027
"CIDnetworks","2014-02-11 23:37:00",6,TRUE,6028
"MarkowitzR","2014-02-12 06:19:00",3,TRUE,6029
"glcm","2014-02-12 06:23:00",8,TRUE,6030
"biotools","2014-02-12 19:09:00",8,TRUE,6031
"wrspathrowData","2014-02-12 21:26:00",1,FALSE,6032
"wrspathrow","2014-02-12 23:27:00",1,FALSE,6033
"etasFLP","2014-02-13 13:29:00",11,TRUE,6034
"CCMnet","2014-02-14 20:46:00",2,TRUE,6035
"CRAC","2014-02-15 00:22:00",1,FALSE,6036
"BMhyd","2014-02-15 06:37:00",2,TRUE,6037
"AntWeb","2014-02-15 23:47:00",4,TRUE,6038
"CRF","2014-02-17 06:10:00",8,TRUE,6039
"praktikum","2014-02-17 06:17:00",1,FALSE,6040
"IsingFit","2014-02-17 11:12:00",4,TRUE,6041
"edeR","2014-02-17 11:12:00",1,FALSE,6042
"bshazard","2014-02-17 13:13:00",1,FALSE,6043
"SoftClustering","2014-02-17 13:15:00",2,TRUE,6044
"CVD","2014-02-17 18:08:00",2,TRUE,6045
"grppenalty","2014-02-17 21:40:00",1,FALSE,6046
"FastHCS","2014-02-17 23:14:00",5,TRUE,6047
"PBC","2014-02-18 06:22:00",3,TRUE,6048
"SimSeq","2014-02-18 06:27:00",4,TRUE,6049
"pcg","2014-02-18 07:22:00",2,TRUE,6050
"MicSim","2014-02-18 10:10:00",13,TRUE,6051
"tableone","2014-02-18 21:24:00",14,TRUE,6052
"mGSZ","2014-02-19 11:24:00",1,FALSE,6053
"normtest","2014-02-19 15:15:00",2,TRUE,6054
"miceadds","2014-02-19 15:47:00",24,TRUE,6055
"miceadds","2014-02-19 15:47:00",24,TRUE,6056
"Peptides","2014-02-20 00:15:00",15,TRUE,6057
"restorepoint","2014-02-20 14:57:00",3,TRUE,6058
"hoardeR","2014-02-20 15:14:00",6,TRUE,6059
"lpmodeler","2014-02-21 04:59:00",1,FALSE,6060
"RcmdrPlugin.NMBU","2014-02-21 09:19:00",14,TRUE,6061
"gamlss.spatial","2014-02-21 15:48:00",7,TRUE,6062
"SPAr","2014-02-21 16:37:00",1,FALSE,6063
"eulerian","2014-02-21 18:07:00",1,FALSE,6064
"hcci","2014-02-22 15:44:00",1,FALSE,6065
"EMMIXcontrasts","2014-02-23 07:06:00",1,TRUE,6066
"psData","2014-02-23 16:49:00",3,TRUE,6067
"capm","2014-02-23 20:04:00",9,TRUE,6068
"RYoudaoTranslate","2014-02-24 13:06:00",1,FALSE,6069
"RegClust","2014-02-24 17:22:00",1,FALSE,6070
"accrual","2014-02-24 17:22:00",4,TRUE,6071
"seqDesign","2014-02-25 06:44:00",4,TRUE,6072
"BiSEp","2014-02-25 09:54:00",4,TRUE,6073
"Rpdb","2014-02-25 13:30:00",4,TRUE,6074
"HMMpa","2014-02-25 13:32:00",1,FALSE,6075
"effsize","2014-02-25 13:49:00",12,TRUE,6076
"magrittr","2014-02-25 17:01:00",3,TRUE,6077
"semiArtificial","2014-02-25 23:44:00",5,TRUE,6078
"EMMREML","2014-02-25 23:46:00",4,TRUE,6079
"scrypt","2014-02-25 23:49:00",2,TRUE,6080
"RAHRS","2014-02-26 08:50:00",3,TRUE,6081
"hrr","2014-02-26 10:19:00",3,TRUE,6082
"FPDC","2014-02-26 16:05:00",1,TRUE,6083
"RefManageR","2014-02-27 10:48:00",19,TRUE,6084
"fastM","2014-02-27 10:49:00",2,TRUE,6085
"panelAR","2014-02-27 15:15:00",1,FALSE,6086
"riverplot","2014-02-27 15:15:00",4,TRUE,6087
"mapStats","2014-02-28 06:00:00",4,TRUE,6088
"morgenstemning","2014-02-28 06:00:00",1,FALSE,6089
"clickstream","2014-02-28 09:29:00",14,TRUE,6090
"SCI","2014-02-28 15:07:00",3,TRUE,6091
"stm","2014-02-28 16:55:00",12,TRUE,6092
"rmngb","2014-02-28 19:42:00",7,TRUE,6093
"reader","2014-03-01 11:59:00",5,TRUE,6094
"dendsort","2014-03-01 16:16:00",6,TRUE,6095
"CoImp","2014-03-01 17:16:00",3,TRUE,6096
"MTS","2014-03-01 19:16:00",2,TRUE,6097
"greport","2014-03-02 23:18:00",5,TRUE,6098
"ReporteRs","2014-03-03 06:51:00",13,TRUE,6099
"ReporteRsjars","2014-03-03 06:51:00",2,TRUE,6100
"RADami","2014-03-03 11:10:00",2,TRUE,6101
"rnoaa","2014-03-03 21:45:00",13,TRUE,6102
"SNFtool","2014-03-04",4,TRUE,6103
"WrightMap","2014-03-04 00:17:00",4,TRUE,6104
"Table1Heatmap","2014-03-04 10:08:00",1,FALSE,6105
"sesem","2014-03-04 19:48:00",3,TRUE,6106
"GDAtools","2014-03-04 19:54:00",4,TRUE,6107
"bioPN","2014-03-04 20:55:00",1,FALSE,6108
"factorplot","2014-03-04 20:55:00",3,TRUE,6109
"spocc","2014-03-05 07:38:00",15,TRUE,6110
"rebird","2014-03-05 13:13:00",5,TRUE,6111
"FDRreg","2014-03-05 15:42:00",1,FALSE,6112
"cgam","2014-03-05 17:14:00",9,TRUE,6113
"covreg","2014-03-06 07:01:00",1,FALSE,6114
"VdgRsm","2014-03-06 09:05:00",5,TRUE,6115
"raters","2014-03-06 09:05:00",4,TRUE,6116
"flowfield","2014-03-06 17:51:00",1,FALSE,6117
"mailR","2014-03-06 22:41:00",4,TRUE,6118
"rAvis","2014-03-07 07:29:00",5,TRUE,6119
"phyloland","2014-03-07 07:34:00",4,TRUE,6120
"Anthropometry","2014-03-07 08:41:00",9,TRUE,6121
"conicfit","2014-03-07 10:58:00",2,TRUE,6122
"BAMMtools","2014-03-07 12:52:00",12,TRUE,6123
"rags2ridges","2014-03-07 13:50:00",8,TRUE,6124
"RAPIDR","2014-03-07 15:25:00",2,TRUE,6125
"bingat","2014-03-07 20:35:00",4,TRUE,6126
"FunChisq","2014-03-07 23:30:00",16,TRUE,6127
"EnviroStat","2014-03-07 23:41:00",2,TRUE,6128
"gSeg","2014-03-07 23:43:00",4,TRUE,6129
"cooccur","2014-03-09 15:43:00",4,TRUE,6130
"tigerstats","2014-03-10 06:58:00",7,TRUE,6131
"hqmisc","2014-03-10 16:23:00",1,FALSE,6132
"pt","2014-03-10 16:23:00",1,TRUE,6133
"LPStimeSeries","2014-03-10 16:36:00",6,TRUE,6134
"rmaf","2014-03-11 01:11:00",3,TRUE,6135
"Rphylip","2014-03-11 04:20:00",2,TRUE,6136
"resemble","2014-03-11 10:18:00",4,TRUE,6137
"metap","2014-03-11 15:05:00",5,TRUE,6138
"samplesize4surveys","2014-03-11 16:38:00",6,TRUE,6139
"shinyBS","2014-03-11 16:39:00",3,TRUE,6140
"performanceEstimation","2014-03-11 18:31:00",6,TRUE,6141
"popRange","2014-03-12 06:26:00",5,TRUE,6142
"stringi","2014-03-12 15:19:00",15,TRUE,6143
"plotMCMC","2014-03-12 17:04:00",1,FALSE,6144
"resample","2014-03-12 20:32:00",2,TRUE,6145
"GCD","2014-03-12 23:34:00",6,TRUE,6146
"PharmPow","2014-03-13 11:58:00",1,FALSE,6147
"ykmeans","2014-03-14 06:20:00",1,FALSE,6148
"metaRNASeq","2014-03-14 11:19:00",2,TRUE,6149
"rgpui","2014-03-14 11:19:00",2,TRUE,6150
"TrackReconstruction","2014-03-14 23:31:00",2,TRUE,6151
"pdfetch","2014-03-15 14:41:00",12,TRUE,6152
"sbioPN","2014-03-15 17:37:00",1,FALSE,6153
"plot2groups","2014-03-15 21:50:00",1,TRUE,6154
"dendextendRcpp","2014-03-15 23:09:00",3,TRUE,6155
"RSelenium","2014-03-16 05:21:00",9,TRUE,6156
"darch","2014-03-16 12:34:00",4,TRUE,6157
"GEVStableGarch","2014-03-16 17:51:00",2,TRUE,6158
"shp2graph","2014-03-17 06:56:00",3,TRUE,6159
"plot3Drgl","2014-03-17 10:35:00",2,TRUE,6160
"lgarch","2014-03-17 20:08:00",6,TRUE,6161
"pubmed.mineR","2014-03-18 08:25:00",14,TRUE,6162
"BIPOD","2014-03-18 09:20:00",2,TRUE,6163
"comato","2014-03-18 10:55:00",1,FALSE,6164
"knnIndep","2014-03-18 14:24:00",2,TRUE,6165
"KANT","2014-03-18 18:11:00",2,TRUE,6166
"pqantimalarials","2014-03-18 20:21:00",2,TRUE,6167
"Surrogate","2014-03-19 11:19:00",27,TRUE,6168
"DBFTest","2014-03-19 14:52:00",1,TRUE,6169
"PoisNor","2014-03-19 19:23:00",2,TRUE,6170
"PCGSE","2014-03-19 19:56:00",4,TRUE,6171
"yuima","2014-03-20 06:35:00",23,TRUE,6172
"deepnet","2014-03-20 09:03:00",1,FALSE,6173
"RWebLogo","2014-03-20 11:29:00",4,TRUE,6174
"synlik","2014-03-20 12:19:00",2,TRUE,6175
"AmpliconDuo","2014-03-20 16:53:00",2,TRUE,6176
"EloRating","2014-03-20 20:04:00",2,TRUE,6177
"Paneldata","2014-03-20 20:05:00",1,FALSE,6178
"SciencesPo","2014-03-21 00:41:00",12,TRUE,6179
"kintone","2014-03-22 12:58:00",2,TRUE,6180
"OutlierDM","2014-03-23 06:03:00",2,TRUE,6181
"spfrontier","2014-03-23 09:28:00",4,TRUE,6182
"freqparcoord","2014-03-23 18:03:00",2,TRUE,6183
"CCpop","2014-03-24 11:03:00",1,FALSE,6184
"mwa","2014-03-24 12:26:00",7,TRUE,6185
"BalancedSampling","2014-03-24 12:37:00",4,TRUE,6186
"ChargeTransport","2014-03-24 14:06:00",3,TRUE,6187
"SocialNetworks","2014-03-24 15:52:00",2,TRUE,6188
"GeneFeST","2014-03-24 17:23:00",2,TRUE,6189
"MAPA","2014-03-24 19:23:00",11,TRUE,6190
"CMF","2014-03-25 13:26:00",1,FALSE,6191
"lsgl","2014-03-25 13:51:00",7,TRUE,6192
"ivfixed","2014-03-25 16:34:00",1,FALSE,6193
"dnet","2014-03-25 20:51:00",13,TRUE,6194
"HiCseg","2014-03-26 08:26:00",2,TRUE,6195
"fclust","2014-03-26 14:01:00",5,TRUE,6196
"SubLasso","2014-03-26 16:35:00",1,FALSE,6197
"bezier","2014-03-26 18:46:00",2,TRUE,6198
"spatsurv","2014-03-27 14:39:00",15,TRUE,6199
"rstudioapi","2014-03-27 15:27:00",7,TRUE,6200
"wesanderson","2014-03-27 19:08:00",2,TRUE,6201
"NHMMfdr","2014-03-28 06:18:00",1,TRUE,6202
"GraphPCA","2014-03-28 12:53:00",1,TRUE,6203
"simMSM","2014-03-28 12:54:00",5,TRUE,6204
"invGauss","2014-03-28 13:06:00",1,FALSE,6205
"MMMS","2014-03-28 16:27:00",1,FALSE,6206
"gfcanalysis","2014-03-28 16:27:00",3,TRUE,6207
"pdmod","2014-03-28 18:37:00",1,FALSE,6208
"freestats","2014-03-29 06:08:00",3,TRUE,6209
"hglasso","2014-03-29 06:08:00",3,TRUE,6210
"iterpc","2014-03-29 09:08:00",13,TRUE,6211
"pushoverr","2014-03-29 23:34:00",5,TRUE,6212
"EWGoF","2014-03-31 08:28:00",5,TRUE,6213
"crossval","2014-03-31 10:00:00",4,TRUE,6214
"Reot","2014-03-31 10:40:00",1,TRUE,6215
"TFMPvalue","2014-03-31 12:47:00",5,TRUE,6216
"RImageJROI","2014-03-31 13:37:00",2,TRUE,6217
"ManyTests","2014-03-31 14:29:00",3,TRUE,6218
"r2d2","2014-03-31 17:10:00",1,FALSE,6219
"strap","2014-03-31 20:18:00",5,TRUE,6220
"monitoR","2014-03-31 21:00:00",6,TRUE,6221
"TFDEA","2014-03-31 21:06:00",5,TRUE,6222
"spcr","2014-04-01 07:17:00",5,TRUE,6223
"domino","2014-04-01 09:52:00",8,TRUE,6224
"plusser","2014-04-01 09:52:00",2,TRUE,6225
"PBD","2014-04-01 12:03:00",7,TRUE,6226
"tosls","2014-04-01 12:06:00",1,FALSE,6227
"sweSCB","2014-04-01 13:23:00",5,TRUE,6228
"birdring","2014-04-02 05:50:00",4,TRUE,6229
"Rchoice","2014-04-02 07:08:00",4,TRUE,6230
"sybilcycleFreeFlux","2014-04-02 07:08:00",3,TRUE,6231
"kimisc","2014-04-02 09:55:00",4,TRUE,6232
"kimisc","2014-04-02 09:55:00",4,TRUE,6233
"sybilccFBA","2014-04-02 09:55:00",2,TRUE,6234
"ssym","2014-04-02 14:20:00",12,TRUE,6235
"fifer","2014-04-02 17:17:00",2,TRUE,6236
"fat2Lpoly","2014-04-02 18:46:00",3,TRUE,6237
"LSAfun","2014-04-02 23:02:00",8,TRUE,6238
"RankResponse","2014-04-03 03:57:00",2,TRUE,6239
"survivalMPL","2014-04-03 04:02:00",4,TRUE,6240
"Methplot","2014-04-03 10:04:00",1,FALSE,6241
"JBTools","2014-04-03 12:00:00",2,TRUE,6242
"ConnMatTools","2014-04-03 16:30:00",3,TRUE,6243
"findpython","2014-04-03 18:20:00",3,TRUE,6244
"rDVR","2014-04-03 18:20:00",1,FALSE,6245
"rivervis","2014-04-03 18:20:00",6,TRUE,6246
"aRpsDCA","2014-04-03 23:20:00",5,TRUE,6247
"bigsplines","2014-04-03 23:27:00",11,TRUE,6248
"neuroim","2014-04-04 06:13:00",3,TRUE,6249
"ERP","2014-04-04 14:07:00",2,TRUE,6250
"ncdf.tools","2014-04-04 14:08:00",3,TRUE,6251
"palinsol","2014-04-04 15:34:00",2,TRUE,6252
"acss.data","2014-04-05 16:54:00",1,FALSE,6253
"isotonic.pen","2014-04-05 17:08:00",1,FALSE,6254
"acss","2014-04-06 05:26:00",3,TRUE,6255
"TreatmentSelection","2014-04-07 05:46:00",6,TRUE,6256
"spectral.methods","2014-04-07 11:02:00",3,TRUE,6257
"NPS","2014-04-07 12:56:00",2,TRUE,6258
"sotkanet","2014-04-07 18:15:00",5,TRUE,6259
"smoothHR","2014-04-08 13:22:00",3,TRUE,6260
"Ecfun","2014-04-08 13:25:00",6,TRUE,6261
"cuttlefish.model","2014-04-09 06:01:00",1,FALSE,6262
"GHQp","2014-04-09 14:46:00",1,FALSE,6263
"NLSdata","2014-04-09 22:31:00",1,TRUE,6264
"toaster","2014-04-10 07:18:00",8,TRUE,6265
"orca","2014-04-10 08:54:00",3,TRUE,6266
"PSMix","2014-04-10 13:16:00",1,TRUE,6267
"Rsomoclu","2014-04-10 13:16:00",15,TRUE,6268
"extWeibQuant","2014-04-11 05:52:00",2,TRUE,6269
"rvTDT","2014-04-11 05:52:00",1,FALSE,6270
"rorutadis","2014-04-11 20:44:00",6,TRUE,6271
"gRapfa","2014-04-11 20:47:00",1,FALSE,6272
"CircE","2014-04-11 20:52:00",2,TRUE,6273
"EntropyEstimation","2014-04-12 22:34:00",4,TRUE,6274
"helsinki","2014-04-13 14:05:00",7,TRUE,6275
"anominate","2014-04-13 17:57:00",4,TRUE,6276
"FGSG","2014-04-13 21:04:00",2,TRUE,6277
"FisHiCal","2014-04-13 21:26:00",2,TRUE,6278
"LOGICOIL","2014-04-13 22:04:00",1,FALSE,6279
"freqweights","2014-04-13 22:05:00",7,TRUE,6280
"ibs","2014-04-14 12:12:00",2,TRUE,6281
"mdatools","2014-04-14 12:13:00",5,TRUE,6282
"rHealthDataGov","2014-04-14 12:14:00",2,TRUE,6283
"binda","2014-04-14 12:55:00",4,TRUE,6284
"LumiWCluster","2014-04-14 16:40:00",1,TRUE,6285
"DivE","2014-04-14 17:07:00",1,FALSE,6286
"VAR.etp","2014-04-14 22:32:00",7,TRUE,6287
"EMP","2014-04-15 13:28:00",6,TRUE,6288
"StereoMorph","2014-04-15 13:47:00",10,TRUE,6289
"HiLMM","2014-04-15 16:21:00",2,TRUE,6290
"bigalgebra","2014-04-16 07:21:00",1,FALSE,6291
"BEQI2","2014-04-16 20:50:00",3,TRUE,6292
"Rcpp11","2014-04-16 21:54:00",4,TRUE,6293
"ATmet","2014-04-17 17:04:00",1,FALSE,6294
"ShrinkCovMat","2014-04-17 21:12:00",8,TRUE,6295
"HSAUR3","2014-04-17 22:21:00",9,TRUE,6296
"WikipediR","2014-04-17 22:38:00",8,TRUE,6297
"Density.T.HoldOut","2014-04-18 14:17:00",2,TRUE,6298
"QuantifQuantile","2014-04-18 17:41:00",6,TRUE,6299
"rWBclimate","2014-04-18 22:53:00",1,FALSE,6300
"RApiSerialize","2014-04-19 16:49:00",1,FALSE,6301
"investr","2014-04-19 18:20:00",9,TRUE,6302
"openxlsx","2014-04-21 13:41:00",8,TRUE,6303
"GSAgm","2014-04-21 14:51:00",1,FALSE,6304
"crackR","2014-04-22 05:23:00",1,FALSE,6305
"userfriendlyscience","2014-04-22 05:26:00",14,TRUE,6306
"apmsWAPP","2014-04-22 12:39:00",1,FALSE,6307
"DIFlasso","2014-04-22 13:06:00",4,TRUE,6308
"statfi","2014-04-22 14:34:00",2,TRUE,6309
"quipu","2014-04-22 16:49:00",1,FALSE,6310
"FDboost","2014-04-22 18:37:00",5,TRUE,6311
"GPLTR","2014-04-23 04:54:00",4,TRUE,6312
"MIICD","2014-04-23 13:18:00",7,TRUE,6313
"phenability","2014-04-23 14:27:00",2,TRUE,6314
"REdaS","2014-04-23 16:16:00",4,TRUE,6315
"sglasso","2014-04-23 17:51:00",7,TRUE,6316
"MILC","2014-04-24 05:43:00",1,FALSE,6317
"qdapTools","2014-04-24 05:43:00",11,TRUE,6318
"sand","2014-04-24 06:16:00",2,TRUE,6319
"falcon","2014-04-24 20:59:00",2,TRUE,6320
"predfinitepop","2014-04-25 05:33:00",1,TRUE,6321
"isingLenzMC","2014-04-25 20:45:00",4,TRUE,6322
"sdmvspecies","2014-04-27 17:30:00",6,TRUE,6323
"maSAE","2014-04-28 05:10:00",4,TRUE,6324
"EasyMARK","2014-04-28 09:08:00",1,FALSE,6325
"PopED","2014-04-28 09:08:00",7,TRUE,6326
"TopKLists","2014-04-28 16:08:00",5,TRUE,6327
"ClickClust","2014-04-28 17:46:00",5,TRUE,6328
"TcGSA","2014-04-28 18:27:00",3,TRUE,6329
